chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	9063358	9086404	-	SLC2A7	SLC2A7	66	2.79E-1	Simul
chr1	9095165	9148537	-	SLC2A5	SLC2A5	71	2.5E-1	Simul
chr1	9160363	9189229	-	GPR157	GPR157	51	2.51E-1	Simul
chr1	9294833	9331396	+	H6PD	H6PD	64	6.1E-2	Simul
chr1	9352938	9429591	+	SPSB1	SPSB1	92	9.68E-3	Simul
chr1	9599540	9645237	+	SLC25A33	SLC25A33	35	3.04E-1	Simul
chr1	9648931	9674935	+	TMEM201	TMEM201	38	4.86E-1	Simul
chr1	9711789	9789172	+	PIK3CD	PIK3CD	51	4.06E-1	Simul
chr1	9712667	9714644	-	C1orf200	C1orf200	32	3.35E-1	Simul
chr1	9789083	9884584	-	CLSTN1	CLSTN1	56	2.24E-1	Simul
chr1	9908333	9970394	-	CTNNBIP1	CTNNBIP1	37	1.67E-1	Simul
chr1	9982172	10003465	-	LZIC	LZIC	22	4.65649909E-1	CONVERGED
chr1	10003485	10045559	+	NMNAT1	NMNAT1	23	5.73800952E-1	CONVERGED
chr1	10057263	10076078	+	RBP7	RBP7	17	5.32888847E-1	CONVERGED
chr1	10092889	10241297	+	UBE4B	UBE4B	39	5.99E-1	Simul
chr1	10270862	10441661	+	KIF1B	KIF1B	99	7.61E-1	Simul
chr1	10458648	10480201	+	PGD	PGD	51	6.93E-1	Simul
chr1	10490158	10512210	+	APITD1-CORT	APITD1-CORT	52	2.22E-1	Simul
chr1	10509775	10511959	+	CORT	CORT	41	2.11E-1	Simul
chr1	10516578	10532583	-	DFFA	DFFA	57	2.56E-1	Simul
chr1	10532344	10690815	+	PEX14	PEX14	124	4.63E-1	Simul
chr1	10696660	10856707	-	CASZ1	CASZ1	92	2.28E-1	Simul
chr1	11006527	11042094	-	C1orf127	C1orf127	61	6.22E-1	Simul
chr1	11072413	11085796	+	TARDBP	TARDBP	37	4.24E-1	Simul
chr1	11086579	11107290	-	MASP2	MASP2	29	3.3E-1	Simul
chr1	11114640	11120081	-	SRM	SRM	22	1.5E-1	Simul
chr1	11126674	11159938	-	EXOSC10	EXOSC10	24	1.59E-1	Simul
chr1	11166591	11322564	-	MTOR	MTOR	42	3.14E-1	Simul
chr1	11249397	11256038	+	ANGPTL7	ANGPTL7	21	6.93E-1	Simul
chr1	11333262	11356106	+	UBIAD1	UBIAD1	31	2.3E-1	Simul
chr1	11539222	11597641	+	PTCHD2	PTCHD2	68	1.55E-1	Simul
chr1	11708423	11715842	-	FBXO2	FBXO2	53	5.91E-1	Simul
chr1	11714431	11723384	+	FBXO44	FBXO44	55	5.98E-1	Simul
chr1	11724180	11734411	+	FBXO6	FBXO6	57	6.03E-1	Simul
chr1	11734536	11751707	-	MAD2L2	MAD2L2	59	6.86E-1	Simul
chr1	11751785	11785914	+	DRAXIN	DRAXIN	71	7.22E-1	Simul
chr1	11796140	11814859	+	AGTRAP	AGTRAP	78	5.46E-2	Simul
chr1	11821843	11849642	+	C1orf167	C1orf167	84	4.44E-2	Simul
chr1	11845779	11866977	-	MTHFR	MTHFR	88	4.19E-2	Simul
chr1	11866206	11903201	+	CLCN6	CLCN6	94	4.2E-2	Simul
chr1	11905765	11908402	-	NPPA	NPPA	73	3.71E-2	Simul
chr1	11917520	11918988	-	NPPB	NPPB	57	3.78E-2	Simul
chr1	11979647	11986485	-	KIAA2013	KIAA2013	49	7.88E-3	Simul
chr1	11994261	12035595	+	PLOD1	PLOD1	66	1.008E-2	Simul
chr1	12040237	12073571	+	MFN2	MFN2	57	1.01E-2	Simul
chr1	12079522	12092102	+	MIIP	MIIP	41	5.77E-3	Simul
chr1	12123433	12204264	+	TNFRSF8	TNFRSF8	74	1.17E-2	Simul
chr1	12227059	12269285	+	TNFRSF1B	TNFRSF1B	59	5.64E-1	Simul
chr1	12290123	12572099	+	VPS13D	VPS13D	91	6.86E-2	Simul
chr1	12627938	12677737	-	DHRS3	DHRS3	68	5.57E-1	Simul
chr1	12704565	12727097	+	AADACL4	AADACL4	51	3.86E-1	Simul
chr1	12776117	12788726	+	AADACL3	AADACL3	63	1.61E-1	Simul
chr1	12806162	12823847	+	C1orf158	C1orf158	56	1.42E-1	Simul
chr1	12834983	12838049	+	PRAMEF12	PRAMEF12	40	1.09E-1	Simul
chr1	12851545	12856777	+	PRAMEF1	PRAMEF1	25	1.057E-1	Simul
chr1	12884467	12891264	-	PRAMEF11	PRAMEF11	7	5.58E-2	Simul
chr1	12907260	12908578	-	HNRNPCL1	HNRNPCL1	5	4.3E-1	Simul
chr1	12916940	12921764	+	PRAMEF2	PRAMEF2	3	3.12E-1	Simul
chr1	12939044	12946025	-	PRAMEF4	PRAMEF4	1	1.17E-1	Simul
chr1	12952726	12958101	-	PRAMEF10	PRAMEF10	1	1.12E-1	Simul
chr1	13736906	13747803	+	PRAMEF20	PRAMEF20	13	1.6E-1	Simul
chr1	13801444	13840543	-	LRRC38	LRRC38	73	4.6E-1	Simul
chr1	13909959	13944452	+	PDPN	PDPN	85	1.16E-1	Simul
chr1	14026692	14151574	+	PRDM2	PRDM2	99	1E-1	Simul
chr1	14925199	15444539	+	KAZN	KAZN	378	4.07E-1	Simul
chr1	15479027	15546976	+	TMEM51	TMEM51	146	9.16E-1	Simul
chr1	15490839	15497813	-	C1orf195	C1orf195	103	8.4E-1	Simul
chr1	15573767	15726779	+	FHAD1	FHAD1	150	2.12E-1	Simul
chr1	15736390	15756839	+	EFHD2	EFHD2	53	1.55E-1	Simul
chr1	15764934	15775737	+	CTRC	CTRC	52	1.51E-1	Simul
chr1	15783222	15798586	+	CELA2A	CELA2A	55	1.18E-1	Simul
chr1	15792403	15817895	+	CELA2B	CELA2B	62	1.2E-1	Simul
chr1	15817326	15853029	-	CASP9	CASP9	61	8.88E-2	Simul
chr1	15853307	15918874	+	DNAJC16	DNAJC16	67	6.86E-1	Simul
chr1	15898847	15911605	-	AGMAT	AGMAT	39	9.17E-1	Simul
chr1	15943994	15995539	+	DDI2	DDI2	50	6.33E-1	Simul
chr1	15986363	15988217	+	RSC1A1	RSC1A1	28	4.42E-1	Simul
chr1	16010826	16061264	+	PLEKHM2	PLEKHM2	64	9E-2	Simul
chr1	16062899	16067891	+	SLC25A34	SLC25A34	50	8.55E-2	Simul
chr1	16083101	16113089	+	FBLIM1	FBLIM1	62	1.44E-1	Simul
chr1	16174358	16266955	+	SPEN	SPEN	72	1.05E-1	Simul
chr1	16268363	16302627	-	ZBTB17	ZBTB17	70	1.07E-1	Simul
chr1	16330730	16335302	+	C1orf64	C1orf64	65	1.33E-1	Simul
chr1	16340522	16346089	-	HSPB7	HSPB7	62	1.51E-1	Simul
chr1	16345369	16360545	+	CLCNKA	CLCNKA	64	1.54E-1	Simul
chr1	16370271	16383803	+	CLCNKB	CLCNKB	56	5.69E-1	Simul
chr1	16384263	16400127	-	FAM131C	FAM131C	51	2.51E-1	Simul
chr1	16450831	16482582	-	EPHA2	EPHA2	56	1.75E-1	Simul
chr1	16524348	16539104	-	ARHGEF19	ARHGEF19	53	6.22E-1	Simul
chr1	16555367	16556038	-	C1orf134	C1orf134	47	7.35E-1	Simul
chr1	16558194	16563657	-	RSG1	RSG1	45	7.27E-1	Simul
chr1	16573333	16678949	-	FBXO42	FBXO42	69	7.26E-1	Simul
chr1	16679069	16724640	+	SZRD1	SZRD1	36	4.32E-1	Simul
chr1	16713611	16763919	-	SPATA21	SPATA21	47	3.36E-1	Simul
chr1	16767166	16786573	+	NECAP2	NECAP2	38	3.39E-1	Simul
chr1	16865560	16866070	+	FAM231B	FAM231B	4	3.72E-2	Simul
chr1	16888813	16940057	-	NBPF1	NBPF1	2	2.1E-2	Simul
chr1	16999497	17000007	+	FAM231A	FAM231A	1	7.2E-2	Simul
chr1	17066767	17299474	+	CROCC	CROCC	37	3.27E-1	Simul
chr1	17300996	17307330	-	MFAP2	MFAP2	36	3.12E-1	Simul
chr1	17312452	17338423	-	ATP13A2	ATP13A2	56	3.84E-1	Simul
chr1	17345216	17380665	-	SDHB	SDHB	99	1.94E-1	Simul
chr1	17393255	17445948	-	PADI2	PADI2	97	1.85E-1	Simul
chr1	17531620	17572500	+	PADI1	PADI1	114	1.74E-1	Simul
chr1	17575592	17610728	+	PADI3	PADI3	107	1.74E-1	Simul
chr1	17634689	17690499	+	PADI4	PADI4	116	2.77E-1	Simul
chr1	17733255	17766220	-	RCC2	RCC2	67	2.54E-1	Simul
chr1	17866329	18024369	+	ARHGEF10L	ARHGEF10L	80	8.05E-1	Simul
chr1	18081807	18153558	+	ACTL8	ACTL8	87	3.9E-1	Simul
chr1	18434239	18704977	+	IGSF21	IGSF21	275	3.16E-1	Simul
chr1	18807423	18812478	+	KLHDC7A	KLHDC7A	92	2.69E-1	Simul
chr1	18957499	19075360	+	PAX7	PAX7	122	3.77E-1	Simul
chr1	19197925	19229275	-	ALDH4A1	ALDH4A1	57	5.54E-1	Simul
chr1	19230774	19283180	-	IFFO2	IFFO2	55	5.31E-1	Simul
chr1	19400999	19536770	-	UBR4	UBR4	98	4.92E-1	Simul
chr1	19542157	19578046	-	EMC1	EMC1	62	7.02E-1	Simul
chr1	19578032	19586622	+	MRTO4	MRTO4	51	6.54E-1	Simul
chr1	19592475	19600688	-	AKR7L	AKR7L	56	7.06E-1	Simul
chr1	19609051	19615744	-	AKR7A3	AKR7A3	54	6.93E-1	Simul
chr1	19630458	19638640	-	AKR7A2	AKR7A2	66	7.18E-1	Simul
chr1	19638819	19655794	+	PQLC2	PQLC2	65	7.57E-1	Simul
chr1	19665266	19812066	-	CAPZB	CAPZB	158	2.13E-1	Simul
chr1	19923472	19984549	+	MINOS1-NBL1	MINOS1-NBL1	77	1.47E-1	Simul
chr1	19923476	19956314	+	MINOS1	MINOS1	53	5.99E-1	Simul
chr1	19967047	19984945	+	NBL1	NBL1	64	1.33E-1	Simul
chr1	19991779	20006055	+	HTR6	HTR6	68	1.9E-1	Simul
chr1	20008705	20126438	-	TMCO4	TMCO4	131	2.71170189E-33	EFF_NR_OF_TEST_ADJ
chr1	20140522	20141771	-	RNF186	RNF186	67	1.33620093E-33	EFF_NR_OF_TEST_ADJ
chr1	20209005	20239438	+	OTUD3	OTUD3	70	1.13970079E-33	EFF_NR_OF_TEST_ADJ
chr1	20246501	20250110	-	PLA2G2E	PLA2G2E	55	5.59200909E-25	EFF_NR_OF_TEST_ADJ
chr1	20301924	20306932	-	PLA2G2A	PLA2G2A	45	2.25E-2	Simul
chr1	20354671	20417683	+	PLA2G5	PLA2G5	67	5.85E-2	Simul
chr1	20438431	20446050	-	PLA2G2D	PLA2G2D	60	5.93E-2	Simul
chr1	20465818	20476879	+	PLA2G2F	PLA2G2F	47	8.43E-2	Simul
chr1	20487745	20503917	-	PLA2G2C	PLA2G2C	47	2.44E-2	Simul
chr1	20512577	20522541	+	UBXN10	UBXN10	50	2.54E-2	Simul
chr1	20617411	20681387	+	VWA5B1	VWA5B1	119	4.12E-2	Simul
chr1	20808883	20812713	-	CAMK2N1	CAMK2N1	55	4.7E-1	Simul
chr1	20825942	20834654	-	MUL1	MUL1	58	6.77E-1	Simul
chr1	20878931	20881512	+	FAM43B	FAM43B	78	1.9E-1	Simul
chr1	20915440	20945401	+	CDA	CDA	127	2.13E-1	Simul
chr1	20959947	20978004	+	PINK1	PINK1	101	2.09E-1	Simul
chr1	20978269	20988000	-	DDOST	DDOST	97	2.44E-1	Simul
chr1	20990506	21044510	-	KIF17	KIF17	104	2.34E-1	Simul
chr1	21046224	21059330	-	SH2D5	SH2D5	59	1.55E-1	Simul
chr1	21069153	21113816	-	HP1BP3	HP1BP3	54	5.35E-1	Simul
chr1	21132962	21503377	-	EIF4G3	EIF4G3	84	1.073E-1	Simul
chr1	21543739	21671997	-	ECE1	ECE1	94	2.18E-2	Simul
chr1	21766620	21811498	+	NBPF3	NBPF3	48	9.6E-3	Simul
chr1	21835857	21904905	+	ALPL	ALPL	107	2.05E-2	Simul
chr1	21922707	21995801	-	RAP1GAP	RAP1GAP	111	1.74E-1	Simul
chr1	22004790	22110099	-	USP48	USP48	91	5.01E-1	Simul
chr1	22138757	22151714	+	LDLRAD2	LDLRAD2	34	5.8E-1	Simul
chr1	22148737	22263790	-	HSPG2	HSPG2	71	2.62E-1	Simul
chr1	22303513	22325135	+	CELA3B	CELA3B	39	1.83E-1	Simul
chr1	22328148	22339032	+	CELA3A	CELA3A	37	2.06E-1	Simul
chr1	22379119	22419437	+	CDC42	CDC42	48	7.16E-1	Simul
chr1	22443797	22470462	-	WNT4	WNT4	71	5.24E-1	Simul
chr1	22778343	22857650	+	ZBTB40	ZBTB40	68	2.21865121E-7	CONVERGED
chr1	22890056	22930087	+	EPHA8	EPHA8	59	2.13E-2	Simul
chr1	22962998	22966101	+	C1QA	C1QA	58	2.22E-2	Simul
chr1	22970122	22974603	+	C1QC	C1QC	57	1.85E-2	Simul
chr1	22979254	22988031	+	C1QB	C1QB	55	1.86E-2	Simul
chr1	23037331	23241818	+	EPHB2	EPHB2	145	5.18E-2	Simul
chr1	23345940	23410182	+	KDM1A	KDM1A	47	2.9E-2	Simul
chr1	23410515	23504301	-	LUZP1	LUZP1	81	3.81E-2	Simul
chr1	23516992	23521222	-	HTR1D	HTR1D	47	2.95E-2	Simul
chr1	23630263	23670829	-	HNRNPR	HNRNPR	43	5.39E-1	Simul
chr1	23685940	23695935	-	ZNF436	ZNF436	35	4.18E-1	Simul
chr1	23695489	23698332	+	C1orf213	C1orf213	35	3.81E-1	Simul
chr1	23707553	23751233	-	TCEA3	TCEA3	51	2.67E-1	Simul
chr1	23755055	23811061	-	ASAP3	ASAP3	47	3.41E-2	Simul
chr1	23832921	23857712	-	E2F2	E2F2	35	2.9E-2	Simul
chr1	23884408	23886285	-	ID3	ID3	32	2.72E-2	Simul
chr1	23907984	23967058	+	MDS2	MDS2	57	8.79E-2	Simul
chr1	24018268	24022915	+	RPL11	RPL11	32	9.68E-1	Simul
chr1	24069644	24088549	+	TCEB3	TCEB3	33	7.42E-1	Simul
chr1	24104894	24114722	+	PITHD1	PITHD1	31	5.53E-1	Simul
chr1	24117459	24122029	+	LYPLA2	LYPLA2	31	5.59E-1	Simul
chr1	24122088	24127271	-	GALE	GALE	31	5.34E-1	Simul
chr1	24128374	24165110	-	HMGCL	HMGCL	45	5.05E-1	Simul
chr1	24171566	24194784	-	FUCA1	FUCA1	42	4.46E-1	Simul
chr1	24197015	24285549	-	CNR2	CNR2	33	4.48E-1	Simul
chr1	24285598	24289952	+	PNRC2	PNRC2	1	1.9E-1	Simul
chr1	24291293	24307417	-	SRSF10	SRSF10	1	1.8E-1	Simul
chr1	24382524	24438665	-	MYOM3	MYOM3	94	5.07E-1	Simul
chr1	24480646	24514449	-	IFNLR1	IFNLR1	72	5.07E-1	Simul
chr1	24645811	24690972	+	GRHL3	GRHL3	92	8.05E-1	Simul
chr1	24683488	24743424	-	STPG1	STPG1	107	8.47E-1	Simul
chr1	24742283	24799466	+	NIPAL3	NIPAL3	84	7.11E-1	Simul
chr1	24829386	24867530	+	RCAN3	RCAN3	54	8.43E-1	Simul
chr1	24882601	24935819	+	NCMAP	NCMAP	54	8.68E-1	Simul
chr1	24958206	24999758	+	SRRM1	SRRM1	33	4.9E-1	Simul
chr1	25071847	25170815	+	CLIC4	CLIC4	68	4.09E-3	Simul
chr1	25226001	25291612	-	RUNX3	RUNX3	111	9.46E-3	Simul
chr1	25549169	25558993	-	SYF2	SYF2	10	9.02E-1	Simul
chr1	25568727	25664704	-	C1orf63	C1orf63	14	6.55E-1	Simul
chr1	25598883	25656936	+	RHD	RHD	6	3.99E-1	Simul
chr1	25664407	25688852	+	TMEM50A	TMEM50A	9	3.69E-1	Simul
chr1	25688739	25756683	-	RHCE	RHCE	20	3.45E-1	Simul
chr1	25757387	25826700	+	TMEM57	TMEM57	22	3.5E-1	Simul
chr1	25870070	25895377	+	LDLRAP1	LDLRAP1	20	5.81E-1	Simul
chr1	25943958	26112698	+	MAN1C1	MAN1C1	105	6.32E-1	Simul
chr1	26126666	26144713	+	SEPN1	SEPN1	65	4.78E-1	Simul
chr1	26145130	26159432	+	MTFR1L	MTFR1L	60	4.28E-1	Simul
chr1	26158413	26185903	-	AUNIP	AUNIP	65	7.92E-1	Simul
chr1	26187700	26197744	-	PAQR7	PAQR7	53	6.09E-1	Simul
chr1	26210671	26233482	-	STMN1	STMN1	54	6.83E-1	Simul
chr1	26286257	26324648	-	PAFAH2	PAFAH2	54	1.81E-1	Simul
chr1	26346374	26362955	+	EXTL1	EXTL1	47	1.48E-1	Simul
chr1	26363742	26372624	-	SLC30A2	SLC30A2	37	1.41E-1	Simul
chr1	26377794	26394927	-	TRIM63	TRIM63	33	1.3E-1	Simul
chr1	26437663	26452034	+	PDIK1L	PDIK1L	35	5.6E-1	Simul
chr1	26485510	26489119	+	FAM110D	FAM110D	51	3.81E-2	Simul
chr1	26496361	26498551	+	ZNF593	ZNF593	53	4.38E-2	Simul
chr1	26503893	26516377	+	CNKSR1	CNKSR1	58	4.19E-2	Simul
chr1	26517051	26529459	+	CATSPER4	CATSPER4	63	4.89E-2	Simul
chr1	26560690	26605299	+	CEP85	CEP85	88	1.67E-2	Simul
chr1	26605666	26608007	+	SH3BGRL3	SH3BGRL3	64	1.08E-2	Simul
chr1	26607818	26644854	-	UBXN11	UBXN11	90	1.55E-2	Simul
chr1	26644447	26647014	+	CD52	CD52	72	1.53E-2	Simul
chr1	26648349	26680621	-	AIM1L	AIM1L	86	2.14E-2	Simul
chr1	26688124	26701013	-	ZNF683	ZNF683	77	4.87E-1	Simul
chr1	26737268	26756213	+	LIN28A	LIN28A	61	6.07E-1	Simul
chr1	26758772	26797785	+	DHDDS	DHDDS	49	5.36E-1	Simul
chr1	26798940	26802463	+	HMGN2	HMGN2	28	6.54E-1	Simul
chr1	26856251	26901521	+	RPS6KA1	RPS6KA1	36	3.48E-1	Simul
chr1	27022523	27108595	+	ARID1A	ARID1A	28	4.03E-1	Simul
chr1	27113962	27124889	+	PIGV	PIGV	19	3.78E-1	Simul
chr1	27153200	27184093	+	ZDHHC18	ZDHHC18	31	4.71E-1	Simul
chr1	27189632	27190947	+	SFN	SFN	30	5.68E-1	Simul
chr1	27202623	27216788	-	GPN2	GPN2	35	5.57E-1	Simul
chr1	27216978	27226957	-	GPATCH3	GPATCH3	31	5.83E-1	Simul
chr1	27226728	27273353	+	NUDC	NUDC	38	6.37E-1	Simul
chr1	27237979	27240457	-	NR0B2	NR0B2	28	4.99E-1	Simul
chr1	27276052	27286897	-	C1orf172	C1orf172	23	5.83E-1	Simul
chr1	27320197	27327389	+	TRNP1	TRNP1	17	6.45E-1	Simul
chr1	27331510	27339327	-	FAM46B	FAM46B	16	6.51E-1	Simul
chr1	27425305	27493472	-	SLC9A1	SLC9A1	33	6.5E-1	Simul
chr1	27561006	27635110	+	WDTC1	WDTC1	34	5.92E-1	Simul
chr1	27648650	27662891	+	TMEM222	TMEM222	29	5.41E-1	Simul
chr1	27668512	27680421	+	SYTL1	SYTL1	29	5.54E-1	Simul
